column,nominal_position_mm,green_median,green_std
2.780000000000000000e+02,1.105337931034482679e+01,1.070600000000000000e+04,4.492384016031855936e+02
2.790000000000000000e+02,1.108841379310344699e+01,1.077000000000000000e+04,5.019768158422703550e+02
2.800000000000000000e+02,1.112344827586206897e+01,1.075400000000000000e+04,4.757132559074553910e+02
2.810000000000000000e+02,1.115848275862068917e+01,1.073000000000000000e+04,4.819155232172366823e+02
2.820000000000000000e+02,1.119351724137930937e+01,1.067400000000000000e+04,4.296729025182450528e+02
2.830000000000000000e+02,1.122855172413793134e+01,1.072200000000000000e+04,5.377350967496873864e+02
2.840000000000000000e+02,1.126358620689655154e+01,1.062600000000000000e+04,4.970104313582728537e+02
2.850000000000000000e+02,1.129862068965517174e+01,1.062600000000000000e+04,4.798293358839756593e+02
2.860000000000000000e+02,1.133365517241379195e+01,1.065800000000000000e+04,5.149129171580100319e+02
2.870000000000000000e+02,1.136868965517241215e+01,1.059400000000000000e+04,4.639401866714890730e+02
2.880000000000000000e+02,1.140372413793103235e+01,1.057800000000000000e+04,4.616896082235603558e+02
